I0101 00:00:07.460472 432] [MCU] Process0x03_0x37_0x01 - TaskID=0,sendID=0,recvcount=100,walkstate=0,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:02:44.890636 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:02:47.389866 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:02:49.889859 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:02:52.390394 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:02:54.890462 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:02:57.390295 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=6900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:02:59.890536 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:02.390195 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:04.890478 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:07.390232 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:09.890466 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:12.390943 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:14.890535 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:17.390783 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:19.890698 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:22.391204 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=7900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:24.891272 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:27.391965 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:29.891111 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:32.391880 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:34.891502 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:37.391926 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:39.891783 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:42.391968 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:44.892107 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:47.391900 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=8900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:49.891559 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:52.391249 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:54.891877 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:57.392152 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:03:59.892249 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:26.247937 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:28.747644 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-4, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:31.247627 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:33.748247 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:36.247869 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=9900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:38.748208 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:41.248733 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:43.748082 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:46.248783 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:48.749156 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=10400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:51.248242 432] [MCU] Process0x03_0x37_0x01 - TaskID=10003,sendID=10003,recvcount=10500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:53.748239 432] [MCU] Process0x03_0x37_0x01 - TaskID=10003,sendID=10003,recvcount=10600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:17:56.248598 432] [MCU] Process0x03_0x37_0x01 - TaskID=10005,sendID=10005,recvcount=10700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=296, wheelR=-300, Algorithm=0, Ultrasonic=0
I1212 11:17:58.749099 432] [MCU] Process0x03_0x37_0x01 - TaskID=10005,sendID=10005,recvcount=10800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:18:01.248873 432] [MCU] Process0x03_0x37_0x01 - TaskID=10005,sendID=10005,recvcount=10900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:18:03.748622 432] [MCU] Process0x03_0x37_0x01 - TaskID=10006,sendID=10006,recvcount=11000,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=294, wheelR=-314, Algorithm=0, Ultrasonic=0
I1212 11:18:06.249064 432] [MCU] Process0x03_0x37_0x01 - TaskID=10010,sendID=10010,recvcount=11100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:18:08.748376 432] [MCU] Process0x03_0x37_0x01 - TaskID=10012,sendID=10012,recvcount=11200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-172, wheelR=174, Algorithm=0, Ultrasonic=0
I1212 11:18:11.248970 432] [MCU] Process0x03_0x37_0x01 - TaskID=10013,sendID=10013,recvcount=11300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-484, wheelR=494, Algorithm=0, Ultrasonic=0
I1212 11:18:13.748915 432] [MCU] Process0x03_0x37_0x01 - TaskID=10015,sendID=10015,recvcount=11400,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-432, wheelR=428, Algorithm=0, Ultrasonic=0
I1212 11:18:16.249555 432] [MCU] Process0x03_0x37_0x01 - TaskID=10017,sendID=10017,recvcount=11500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:18:18.749646 432] [MCU] Process0x03_0x37_0x01 - TaskID=10019,sendID=10019,recvcount=11600,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=316, wheelR=-290, Algorithm=0, Ultrasonic=0
I1212 11:18:21.248734 432] [MCU] Process0x03_0x37_0x01 - TaskID=10019,sendID=10019,recvcount=11700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:18:23.749330 432] [MCU] Process0x03_0x37_0x01 - TaskID=10019,sendID=10019,recvcount=11800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:18:26.248812 432] [MCU] Process0x03_0x37_0x01 - TaskID=10020,sendID=10020,recvcount=11900,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=322, wheelR=-330, Algorithm=0, Ultrasonic=0
I1212 11:18:28.752597 432] [MCU] Process0x03_0x37_0x01 - TaskID=10022,sendID=10022,recvcount=12000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
Binary file ./log/LOG.19700101-000004(3).log matches
I0101 00:00:07.362237 432] [MCU] Process0x03_0x37_0x01 - TaskID=0,sendID=0,recvcount=100,walkstate=0,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:09.862311 432] [MCU] Process0x03_0x37_0x01 - TaskID=0,sendID=0,recvcount=200,walkstate=0,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:12.362318 432] [MCU] Process0x03_0x37_0x01 - TaskID=10005,sendID=10005,recvcount=300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:14.861919 432] [MCU] Process0x03_0x37_0x01 - TaskID=10008,sendID=10008,recvcount=400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:17.361930 432] [MCU] Process0x03_0x37_0x01 - TaskID=10009,sendID=10009,recvcount=500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=28, wheelR=8, Algorithm=0, Ultrasonic=0
I0101 00:00:19.861695 432] [MCU] Process0x03_0x37_0x01 - TaskID=10009,sendID=10009,recvcount=600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:09.286017 432] [MCU] Process0x03_0x37_0x01 - TaskID=10010,sendID=10010,recvcount=700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=310, wheelR=-304, Algorithm=0, Ultrasonic=0
I1212 11:20:11.786362 432] [MCU] Process0x03_0x37_0x01 - TaskID=10010,sendID=10010,recvcount=800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:14.286020 432] [MCU] Process0x03_0x37_0x01 - TaskID=10017,sendID=10017,recvcount=900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:16.786744 432] [MCU] Process0x03_0x37_0x01 - TaskID=10017,sendID=10017,recvcount=1000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:19.286695 432] [MCU] Process0x03_0x37_0x01 - TaskID=10017,sendID=10017,recvcount=1100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:21.786788 432] [MCU] Process0x03_0x37_0x01 - TaskID=10017,sendID=10017,recvcount=1200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:24.285995 432] [MCU] Process0x03_0x37_0x01 - TaskID=10018,sendID=10018,recvcount=1300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:26.786442 432] [MCU] Process0x03_0x37_0x01 - TaskID=10023,sendID=10024,recvcount=1400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:29.286026 432] [MCU] Process0x03_0x37_0x01 - TaskID=10024,sendID=10024,recvcount=1500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:31.786183 432] [MCU] Process0x03_0x37_0x01 - TaskID=10024,sendID=10024,recvcount=1600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:34.286880 432] [MCU] Process0x03_0x37_0x01 - TaskID=10024,sendID=10024,recvcount=1700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:36.786890 432] [MCU] Process0x03_0x37_0x01 - TaskID=10024,sendID=10024,recvcount=1800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:39.286655 432] [MCU] Process0x03_0x37_0x01 - TaskID=10024,sendID=10024,recvcount=1900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:41.786324 432] [MCU] Process0x03_0x37_0x01 - TaskID=10024,sendID=10024,recvcount=2000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:44.287374 432] [MCU] Process0x03_0x37_0x01 - TaskID=10024,sendID=10024,recvcount=2100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-226, wheelR=246, Algorithm=0, Ultrasonic=0
I1212 11:20:46.786597 432] [MCU] Process0x03_0x37_0x01 - TaskID=10024,sendID=10024,recvcount=2200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:49.287092 432] [MCU] Process0x03_0x37_0x01 - TaskID=10024,sendID=10024,recvcount=2300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:51.786800 432] [MCU] Process0x03_0x37_0x01 - TaskID=10025,sendID=10025,recvcount=2400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:54.287518 432] [MCU] Process0x03_0x37_0x01 - TaskID=10027,sendID=10027,recvcount=2500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=314, wheelR=-326, Algorithm=0, Ultrasonic=0
I1212 11:20:56.787799 432] [MCU] Process0x03_0x37_0x01 - TaskID=10027,sendID=10027,recvcount=2600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:20:59.287534 432] [MCU] Process0x03_0x37_0x01 - TaskID=10028,sendID=10028,recvcount=2700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=306, wheelR=-268, Algorithm=0, Ultrasonic=0
I1212 11:21:01.787010 432] [MCU] Process0x03_0x37_0x01 - TaskID=10028,sendID=10028,recvcount=2800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:21:04.287149 432] [MCU] Process0x03_0x37_0x01 - TaskID=10032,sendID=10032,recvcount=2900,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:21:06.787348 432] [MCU] Process0x03_0x37_0x01 - TaskID=10036,sendID=10036,recvcount=3000,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-412, wheelR=436, Algorithm=0, Ultrasonic=0
I1212 11:21:09.287245 432] [MCU] Process0x03_0x37_0x01 - TaskID=10038,sendID=10038,recvcount=3100,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=448, wheelR=-460, Algorithm=0, Ultrasonic=0
I1212 11:21:11.788081 432] [MCU] Process0x03_0x37_0x01 - TaskID=10039,sendID=10039,recvcount=3200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-458, wheelR=464, Algorithm=0, Ultrasonic=0
I1212 11:21:14.287454 432] [MCU] Process0x03_0x37_0x01 - TaskID=10042,sendID=10042,recvcount=3300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:21:16.787552 432] [MCU] Process0x03_0x37_0x01 - TaskID=10043,sendID=10043,recvcount=3400,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=146, wheelR=-172, Algorithm=0, Ultrasonic=0
I1212 11:21:19.287631 432] [MCU] Process0x03_0x37_0x01 - TaskID=10044,sendID=10044,recvcount=3500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=186, wheelR=-200, Algorithm=0, Ultrasonic=0
I1212 11:21:21.788190 432] [MCU] Process0x03_0x37_0x01 - TaskID=10045,sendID=10045,recvcount=3600,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-464, wheelR=436, Algorithm=0, Ultrasonic=0
I1212 11:21:24.287647 432] [MCU] Process0x03_0x37_0x01 - TaskID=10048,sendID=10048,recvcount=3700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=106, wheelR=-104, Algorithm=0, Ultrasonic=0
I1212 11:21:26.788210 432] [MCU] Process0x03_0x37_0x01 - TaskID=10049,sendID=10049,recvcount=3800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-460, wheelR=458, Algorithm=0, Ultrasonic=0
I1212 11:21:29.287497 432] [MCU] Process0x03_0x37_0x01 - TaskID=10052,sendID=10052,recvcount=3900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:21:31.788008 432] [MCU] Process0x03_0x37_0x01 - TaskID=10052,sendID=10052,recvcount=4000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
